customer_id,tenure_months,monthly_charge,contract_type,num_support_calls,has_autopay,num_products,satisfaction_score,churned
C101209,29,42.45,one_year,0,0,1,1,0
C101210,38,78.08,two_year,0,1,3,5,0
C101211,9,65.03,one_year,1,1,4,3,0
C101212,1,34.81,month-to-month,1,1,1,1,1
C101213,21,55.19,month-to-month,2,1,3,2,1
C101214,22,82.88,one_year,1,1,4,5,0
C101215,31,64.27,month-to-month,0,1,1,2,1
C101216,7,64.93,month-to-month,3,1,1,4,0
C101217,41,67.33,month-to-month,2,1,4,3,1
C101218,36,71.42,month-to-month,2,0,2,4,0
C101219,47,77.04,two_year,0,0,2,3,0
C101220,34,67.21,month-to-month,2,0,1,3,0
C101221,27,32.44,month-to-month,3,0,1,3,0
C101222,19,63.81,one_year,3,0,1,4,0
C101223,47,71.3,month-to-month,1,1,2,2,0
C101224,6,110.0,month-to-month,0,1,2,1,1
C101225,26,44.03,two_year,0,0,1,1,0
C101226,38,108.06,month-to-month,2,1,2,4,0
C101227,36,55.55,one_year,1,1,1,3,1
C101228,3,108.77,month-to-month,1,1,2,3,1
C101229,9,17.7,two_year,0,1,3,2,0
C101230,65,61.9,month-to-month,0,1,4,3,0
C101231,36,15.0,one_year,1,1,2,4,0
C101232,4,32.66,month-to-month,3,1,1,3,0
C101233,16,57.8,one_year,2,0,1,3,0
C101234,40,80.75,two_year,1,1,1,2,0
C101235,47,49.34,two_year,2,1,2,1,0
C101236,18,74.78,two_year,3,1,3,4,0
C101237,3,48.13,one_year,0,1,2,2,0
C101238,6,108.8,month-to-month,1,0,3,4,0
C101239,1,54.15,month-to-month,2,0,4,5,0
C101240,4,117.66,one_year,1,1,4,5,0
C101241,2,113.62,month-to-month,3,0,2,5,1
C101242,29,46.01,month-to-month,4,0,1,3,0
C101243,29,81.8,month-to-month,2,0,1,2,1
C101244,14,57.09,month-to-month,1,1,2,1,0
C101245,51,105.25,month-to-month,0,1,3,4,0
C101246,4,76.79,month-to-month,0,1,1,1,1
C101247,5,114.18,two_year,4,1,2,1,1
C101248,23,64.12,month-to-month,1,0,3,3,0
C101249,18,61.3,one_year,1,1,1,5,0
C101250,3,49.24,one_year,4,1,1,5,0
C101251,57,71.97,month-to-month,0,1,4,3,0
C101252,23,79.07,month-to-month,0,1,3,4,0
C101253,22,70.36,two_year,2,0,2,1,0
C101254,11,76.19,month-to-month,2,1,1,5,0
C101255,22,87.55,one_year,2,0,3,2,0
C101256,2,66.81,one_year,0,1,2,2,1
C101257,9,52.68,two_year,1,1,1,1,0
C101258,24,43.67,two_year,1,0,1,1,0
C101259,22,54.7,one_year,6,1,2,1,1
C101260,18,60.36,two_year,1,1,4,2,0
C101261,1,94.15,one_year,0,1,1,1,0
C101262,9,91.67,month-to-month,1,0,4,2,1
C101263,72,50.74,two_year,0,1,1,4,0
C101264,69,83.76,month-to-month,3,1,4,1,0
C101265,41,46.33,month-to-month,2,1,2,1,0
C101266,2,89.67,month-to-month,0,1,1,1,1
C101267,2,28.59,one_year,4,1,1,5,0
C101268,6,93.42,two_year,0,1,1,2,0
C101269,42,64.51,month-to-month,3,0,2,2,0
C101270,5,75.09,month-to-month,1,1,2,3,1
C101271,6,66.36,one_year,3,1,1,3,0
C101272,7,42.83,month-to-month,0,1,2,1,0
C101273,32,72.21,month-to-month,2,1,3,5,0
C101274,18,69.36,month-to-month,1,1,3,2,1
C101275,47,88.01,month-to-month,2,0,2,5,0
C101276,2,84.72,one_year,0,1,3,2,0
C101277,1,99.91,month-to-month,2,1,4,3,0
C101278,45,83.06,two_year,1,1,2,5,0
C101279,3,40.76,month-to-month,1,1,4,4,0
C101280,30,88.67,month-to-month,2,1,3,2,1
C101281,22,39.27,one_year,1,1,1,1,0
C101282,6,51.4,two_year,1,0,1,5,0
C101283,7,70.96,month-to-month,1,0,1,1,0
C101284,32,48.5,month-to-month,0,1,1,4,0
C101285,1,59.5,month-to-month,5,0,2,2,1
C101286,72,94.51,two_year,0,1,3,2,0
C101287,1,54.11,month-to-month,1,1,4,3,1
C101288,4,46.94,two_year,0,1,2,5,0
C101289,25,37.16,month-to-month,0,1,4,2,0
C101290,3,139.98,month-to-month,2,1,3,4,0
C101291,72,58.2,month-to-month,2,0,3,2,0
C101292,14,70.29,month-to-month,0,0,3,3,0
C101293,2,70.62,two_year,0,1,1,3,0
C101294,4,97.27,month-to-month,4,1,4,5,0
C101295,19,55.25,month-to-month,4,1,4,3,0
C101296,49,47.03,month-to-month,1,1,1,2,0
C101297,7,59.96,two_year,2,1,3,5,0
C101298,12,50.02,month-to-month,1,1,1,2,0
C101299,20,33.76,month-to-month,2,1,2,4,0
C101300,25,22.63,one_year,3,0,1,3,0
C101301,31,70.55,month-to-month,3,0,4,5,0
C101302,9,58.95,month-to-month,3,1,1,1,0
C101303,11,104.26,month-to-month,2,1,2,5,0
C101304,50,56.58,two_year,1,1,1,4,0
C101305,57,60.58,month-to-month,3,0,2,3,0
C101306,13,99.78,one_year,1,1,1,5,0
C101307,72,27.46,month-to-month,2,1,3,5,0
C101308,5,89.08,month-to-month,1,1,2,5,0
C101309,42,48.89,month-to-month,2,0,2,2,1
C101310,58,41.14,two_year,1,0,2,4,0
C101311,20,78.84,two_year,1,0,3,2,0
C101312,28,72.55,one_year,0,1,3,4,0
C101313,1,41.19,one_year,2,0,3,2,0
C101314,44,75.67,month-to-month,1,1,1,5,0
C101315,28,108.18,two_year,2,1,1,2,0
C101316,21,89.96,two_year,1,0,2,3,0
C101317,21,72.5,month-to-month,1,1,2,5,0
C101318,4,55.7,month-to-month,0,1,2,3,0
C101319,45,67.38,month-to-month,0,1,2,5,0
C101320,18,81.44,month-to-month,0,1,4,4,0
C101321,22,63.99,one_year,1,1,3,1,0
C101322,4,80.95,two_year,2,1,1,4,0
C101323,24,93.85,month-to-month,2,1,1,1,0
C101324,7,32.64,month-to-month,2,1,2,3,0
C101325,34,73.79,two_year,1,0,2,2,0
C101326,1,82.11,two_year,1,1,2,1,0
C101327,3,62.91,month-to-month,1,0,4,2,1
C101328,6,53.51,two_year,1,0,4,4,0
C101329,12,107.16,month-to-month,2,1,1,3,1
C101330,49,67.43,two_year,4,1,2,3,0
C101331,0,67.41,month-to-month,1,1,1,2,0
C101332,19,56.12,one_year,2,1,2,5,0
C101333,1,62.09,month-to-month,2,1,3,3,0
C101334,11,62.06,month-to-month,1,1,2,5,0
C101335,8,67.05,one_year,5,1,3,3,0
C101336,4,32.27,one_year,1,1,2,3,0
C101337,16,29.43,two_year,1,1,3,4,0
C101338,10,53.99,two_year,1,0,2,4,0
C101339,7,61.05,one_year,1,0,3,4,0
C101340,23,55.14,month-to-month,3,1,2,2,0
C101341,7,87.17,one_year,1,1,2,5,0
C101342,72,68.61,one_year,1,0,1,4,0
C101343,7,87.33,one_year,4,1,4,3,0
C101344,72,75.1,month-to-month,2,1,4,1,0
C101345,4,15.0,month-to-month,2,1,2,2,1
C101346,72,81.24,month-to-month,2,1,2,5,0
C101347,2,105.42,month-to-month,2,0,1,5,0
C101348,0,73.11,month-to-month,1,1,1,5,1
C101349,2,67.89,two_year,1,1,4,2,0
C101350,29,40.8,month-to-month,1,0,1,3,1
C101351,6,75.43,month-to-month,0,0,1,4,1
C101352,8,43.64,one_year,2,0,4,5,0
C101353,27,25.91,month-to-month,0,1,1,1,1
C101354,1,75.03,month-to-month,3,0,2,4,1
C101355,19,90.12,one_year,0,1,4,2,0
C101356,12,62.32,month-to-month,2,0,3,4,0
C101357,4,65.1,month-to-month,2,1,2,3,0
C101358,58,52.67,one_year,1,1,3,4,0
C101359,11,109.09,one_year,5,1,2,1,1
C101360,8,78.87,two_year,3,0,1,2,1
C101361,28,60.88,one_year,0,0,2,1,0
C101362,46,61.96,one_year,0,0,1,5,0
C101363,6,72.71,one_year,3,0,1,4,1
C101364,3,96.64,two_year,0,1,3,5,0
C101365,72,55.85,month-to-month,1,1,2,4,1
C101366,13,47.32,two_year,1,0,1,2,0
C101367,18,77.04,one_year,1,1,2,2,0
C101368,15,66.19,month-to-month,3,1,3,5,1
C101369,42,32.8,month-to-month,2,1,2,5,0
C101370,13,66.09,one_year,2,1,2,5,0
C101371,34,61.46,one_year,1,1,1,5,0
C101372,18,59.11,month-to-month,1,1,1,4,0
C101373,2,72.86,one_year,1,0,1,3,1
C101374,17,75.08,two_year,4,0,1,4,0
C101375,46,110.85,month-to-month,3,1,2,3,0
C101376,18,84.72,one_year,2,1,3,5,0
C101377,12,90.05,month-to-month,0,1,3,1,1
C101378,1,58.01,month-to-month,3,0,4,3,0
C101379,29,69.28,one_year,1,1,3,2,0
C101380,12,52.56,two_year,1,0,3,2,0
C101381,9,51.95,two_year,0,0,1,5,0
C101382,11,89.84,month-to-month,2,0,2,1,1
C101383,13,123.09,month-to-month,1,0,1,4,0
C101384,10,86.49,one_year,1,0,1,1,0
C101385,8,79.27,month-to-month,1,1,2,3,0
C101386,15,82.44,one_year,7,1,3,4,0
C101387,1,89.02,month-to-month,3,1,1,5,0
C101388,6,67.28,month-to-month,1,1,3,3,0
C101389,14,67.73,month-to-month,1,1,1,2,0
C101390,52,84.73,month-to-month,4,1,4,4,0
C101391,13,109.04,month-to-month,1,1,1,2,0
C101392,19,71.21,month-to-month,0,1,2,1,1
C101393,54,28.11,month-to-month,2,1,2,4,0
C101394,39,88.62,one_year,1,0,2,1,0
C101395,30,74.26,month-to-month,1,0,3,5,0
C101396,23,49.66,month-to-month,2,1,1,2,0
C101397,22,48.58,month-to-month,1,1,2,3,1
C101398,5,15.0,two_year,0,0,1,3,0
C101399,3,50.06,two_year,0,1,2,1,0
C101400,1,63.79,month-to-month,1,0,1,2,1
C101401,2,81.84,two_year,1,1,1,5,0
C101402,23,67.88,two_year,1,0,1,3,0
C101403,23,44.72,one_year,0,0,3,4,0
C101404,1,59.01,month-to-month,1,1,1,4,0
C101405,44,70.32,two_year,1,0,1,1,0
C101406,14,83.8,month-to-month,1,1,4,4,0
C101407,19,76.38,two_year,1,1,1,3,0
C101408,2,90.35,two_year,1,1,1,2,0
C101409,47,21.69,month-to-month,0,1,1,4,1
C101410,2,74.32,month-to-month,0,1,3,2,1
C101411,6,76.48,month-to-month,4,1,3,3,1
C101412,15,45.94,one_year,2,0,1,2,0
C101413,17,74.37,month-to-month,0,0,2,4,0
C101414,18,56.52,two_year,1,1,1,5,0
C101415,66,39.26,month-to-month,3,0,2,4,0
C101416,1,37.31,month-to-month,2,1,4,3,0
C101417,27,82.77,month-to-month,0,1,1,1,0
C101418,13,83.77,month-to-month,1,1,1,4,0
C101419,40,96.45,month-to-month,3,1,2,2,1
C101420,26,88.06,two_year,0,1,1,4,0
C101421,40,81.55,month-to-month,1,1,3,3,0
C101422,48,43.06,one_year,2,1,4,1,1
C101423,36,64.62,two_year,2,0,2,3,0
C101424,3,62.82,one_year,0,1,1,2,0
C101425,18,119.45,month-to-month,2,0,1,4,1
C101426,36,48.12,month-to-month,4,1,4,1,0
C101427,36,37.7,month-to-month,3,1,1,4,0
C101428,63,44.79,one_year,1,1,3,1,0
C101429,13,94.64,two_year,2,1,3,4,0
C101430,0,53.96,month-to-month,3,1,1,2,1
C101431,31,87.89,one_year,1,1,4,4,0
C101432,8,57.08,month-to-month,3,1,2,2,0
C101433,26,95.34,one_year,2,0,2,4,0
C101434,1,31.59,month-to-month,4,1,1,2,0
C101435,11,58.66,month-to-month,2,1,1,4,0
C101436,24,84.55,one_year,1,1,3,1,0
C101437,3,64.0,two_year,3,0,3,2,0
C101438,9,47.5,month-to-month,5,0,1,2,1
C101439,4,105.33,one_year,2,0,1,4,0
C101440,53,34.95,one_year,1,1,2,3,0
C101441,36,48.69,month-to-month,2,1,1,5,1
C101442,24,97.91,month-to-month,2,0,1,2,1
C101443,18,112.07,month-to-month,2,0,1,3,0
C101444,72,69.61,month-to-month,5,1,3,4,0
C101445,7,38.66,two_year,3,1,3,5,1
C101446,29,38.03,two_year,2,1,3,4,0
C101447,2,48.42,month-to-month,3,1,2,1,1
C101448,23,67.49,month-to-month,1,0,4,2,0
C101449,5,102.84,month-to-month,3,1,1,1,0
C101450,0,92.26,month-to-month,1,0,2,1,0
C101451,58,93.65,month-to-month,0,1,3,1,1
C101452,8,57.51,one_year,3,1,3,5,0
C101453,72,88.23,month-to-month,1,0,3,2,0
C101454,27,89.59,two_year,2,0,1,5,0
C101455,27,90.82,one_year,1,1,2,1,0
C101456,27,69.48,month-to-month,2,0,4,5,0
C101457,72,59.77,two_year,0,0,1,3,0
C101458,6,97.44,month-to-month,1,1,1,4,0
C101459,72,108.78,month-to-month,3,0,1,5,0
C101460,9,64.44,one_year,0,1,1,5,0
C101461,2,78.76,month-to-month,1,1,1,5,0
C101462,61,97.07,one_year,1,1,1,3,0
C101463,2,107.83,month-to-month,0,1,3,5,0
C101464,15,113.6,month-to-month,1,1,1,2,1
C101465,43,70.93,month-to-month,2,0,1,2,0
C101466,8,101.66,two_year,1,1,1,1,0
C101467,31,40.5,month-to-month,0,0,1,2,0
C101468,25,15.79,month-to-month,0,1,2,1,1
C101469,28,59.55,two_year,1,0,1,2,0
C101470,4,78.83,month-to-month,3,0,2,2,1
C101471,29,32.94,two_year,0,1,3,4,0
C101472,44,66.48,one_year,2,1,2,4,0
C101473,4,74.46,month-to-month,2,1,3,4,1
C101474,72,69.56,one_year,3,1,4,2,0
C101475,72,76.8,month-to-month,1,1,1,1,1
C101476,9,97.81,month-to-month,2,1,3,2,1
C101477,72,63.63,one_year,3,0,4,1,0
C101478,67,58.65,one_year,1,0,2,2,0
C101479,3,83.59,month-to-month,1,1,1,1,0
C101480,33,96.44,one_year,0,1,2,3,0
C101481,72,59.31,one_year,1,0,2,3,0
C101482,42,103.79,two_year,0,0,1,4,0
C101483,3,88.4,month-to-month,3,0,1,1,0
C101484,13,60.7,one_year,0,0,3,3,0
C101485,20,69.26,one_year,3,0,1,1,0
C101486,11,50.62,one_year,2,1,2,1,0
C101487,12,86.97,one_year,0,0,3,4,0
C101488,2,72.6,month-to-month,1,0,1,1,1
C101489,0,119.07,month-to-month,2,0,2,5,1
C101490,9,15.0,one_year,2,0,4,1,0
C101491,13,40.0,two_year,2,0,1,4,0
C101492,21,57.43,two_year,2,0,4,1,1
C101493,72,82.98,one_year,2,1,4,4,0
C101494,2,61.09,two_year,2,0,1,2,1
C101495,10,52.38,one_year,0,0,2,5,0
C101496,49,80.48,month-to-month,0,1,2,3,0
C101497,42,59.58,month-to-month,2,1,1,3,0
C101498,3,75.99,one_year,1,1,1,4,0
C101499,27,92.14,month-to-month,1,1,1,5,1
C101500,2,94.15,month-to-month,1,0,4,4,1
C101501,70,31.66,one_year,0,1,1,4,0
C101502,7,51.84,month-to-month,0,0,3,4,0
C101503,22,80.95,one_year,3,1,2,5,0
C101504,15,65.7,one_year,2,1,3,3,0
C101505,17,51.11,month-to-month,0,0,2,1,1
C101506,6,84.99,month-to-month,4,1,3,1,0
C101507,11,72.26,one_year,2,1,3,1,1
C101508,8,81.31,two_year,0,0,2,5,0
C101509,23,92.22,month-to-month,0,1,3,2,1
C101510,13,60.91,one_year,1,1,1,5,0
C101511,21,95.38,month-to-month,1,1,1,3,0
C101512,18,74.65,two_year,0,1,2,1,0
C101513,26,76.76,month-to-month,4,1,2,3,0
C101514,72,95.47,one_year,0,1,1,3,0
C101515,18,30.7,month-to-month,1,1,2,5,0
C101516,19,29.63,one_year,0,0,3,3,0
C101517,23,42.08,month-to-month,4,0,3,4,1
C101518,19,91.33,one_year,3,1,1,4,0
C101519,13,73.21,one_year,1,1,4,5,0
C101520,7,56.62,month-to-month,1,0,1,2,0
C101521,18,44.71,month-to-month,0,0,4,2,1
C101522,7,28.51,month-to-month,0,1,4,5,0
C101523,26,77.42,two_year,1,0,1,1,0
C101524,52,69.6,one_year,1,1,2,3,0
C101525,39,79.56,month-to-month,1,1,1,1,0
C101526,37,92.52,two_year,1,1,2,4,0
C101527,6,77.14,month-to-month,0,1,3,2,0
C101528,1,103.32,month-to-month,1,0,1,5,0
C101529,5,60.19,month-to-month,0,1,2,3,0
C101530,20,106.98,month-to-month,4,0,3,1,0
C101531,3,80.62,month-to-month,0,1,4,3,0
C101532,3,57.01,two_year,2,1,1,1,0
C101533,72,74.55,month-to-month,0,0,1,5,0
C101534,10,123.2,month-to-month,3,0,2,4,1
C101535,2,39.46,one_year,1,0,1,2,1
C101536,17,55.36,month-to-month,1,1,2,1,1
C101537,29,59.77,month-to-month,0,0,2,5,0
C101538,15,74.25,month-to-month,2,1,2,3,0
C101539,3,71.62,one_year,4,1,2,1,1
C101540,17,115.72,month-to-month,1,0,4,5,0
C101541,2,65.08,two_year,2,0,1,2,0
C101542,31,86.25,two_year,1,1,2,3,0
C101543,67,57.67,month-to-month,2,1,2,5,0
C101544,1,42.87,two_year,3,1,3,2,0
C101545,20,66.29,month-to-month,4,0,1,2,1
C101546,43,63.96,month-to-month,1,0,2,1,0
C101547,25,86.47,month-to-month,2,1,3,2,1
C101548,4,102.18,two_year,1,0,1,1,0
C101549,2,58.93,month-to-month,3,0,2,1,1
C101550,15,96.52,month-to-month,1,0,2,5,1
C101551,1,45.14,month-to-month,2,1,1,5,0
C101552,44,112.59,one_year,0,1,1,4,0
C101553,17,34.06,two_year,1,1,4,4,0
C101554,9,57.44,one_year,1,1,4,5,0
C101555,35,75.91,two_year,0,1,1,4,0
C101556,6,60.67,two_year,1,1,1,3,0
C101557,17,42.28,month-to-month,1,1,4,4,0
C101558,17,86.87,two_year,3,0,1,1,1
C101559,3,45.36,one_year,3,0,2,2,1
C101560,39,93.16,month-to-month,0,1,4,4,0
C101561,29,34.2,month-to-month,1,0,3,5,0
C101562,5,94.89,two_year,0,1,2,3,0
C101563,14,89.81,two_year,2,0,2,3,0
C101564,9,82.37,one_year,2,0,4,4,0
C101565,66,95.1,two_year,2,0,1,5,0
C101566,26,64.67,two_year,1,0,3,4,0
C101567,69,68.28,month-to-month,2,0,2,1,0
C101568,35,97.68,month-to-month,4,1,1,3,0
C101569,38,44.28,month-to-month,1,0,3,1,1
C101570,9,63.0,two_year,3,0,1,5,0
C101571,45,64.22,month-to-month,1,1,1,4,0
C101572,10,63.93,two_year,3,1,3,2,0
C101573,42,62.7,month-to-month,1,0,3,4,1
C101574,30,15.0,month-to-month,2,0,1,3,0
C101575,17,68.92,two_year,1,1,4,3,0
C101576,4,76.0,one_year,2,0,1,3,1
C101577,22,99.4,month-to-month,4,0,3,4,1
C101578,24,88.42,month-to-month,1,1,3,2,0
C101579,28,54.75,month-to-month,0,0,1,3,0
C101580,2,62.51,two_year,0,1,2,1,0
C101581,7,46.37,month-to-month,4,1,1,4,0
C101582,20,60.31,month-to-month,3,1,2,2,1
C101583,46,54.27,month-to-month,4,1,4,2,0
C101584,6,95.6,two_year,1,0,2,2,0
C101585,55,78.32,one_year,0,1,3,5,0
C101586,72,83.58,one_year,0,1,2,3,0
C101587,2,59.99,two_year,2,0,4,3,0
C101588,31,65.25,two_year,2,0,3,2,0
C101589,12,81.53,month-to-month,0,1,2,2,1
C101590,4,49.71,month-to-month,3,0,1,4,1
C101591,6,81.72,one_year,1,1,1,1,0
C101592,11,90.31,month-to-month,1,1,3,4,1
C101593,0,55.03,one_year,0,1,3,2,0
C101594,28,69.04,month-to-month,0,1,1,4,0
C101595,15,48.38,one_year,1,0,1,1,0
C101596,10,109.5,one_year,2,0,1,5,0
C101597,49,80.15,one_year,2,1,3,4,0
C101598,72,95.87,one_year,2,1,2,4,0
C101599,15,64.07,month-to-month,2,1,2,2,0
C101600,9,48.12,one_year,1,1,2,3,1
C101601,22,67.19,one_year,3,0,1,1,0
C101602,12,103.18,two_year,1,1,1,4,0
C101603,53,109.15,one_year,0,0,2,3,0
C101604,8,88.63,month-to-month,2,1,1,4,0
C101605,3,69.34,month-to-month,1,1,1,4,0
C101606,0,79.6,one_year,5,0,1,1,1
C101607,4,96.2,month-to-month,2,1,3,4,1
C101608,2,44.91,month-to-month,0,1,4,2,0
C101609,58,91.49,month-to-month,2,0,3,5,0
C101610,27,50.08,one_year,1,1,3,5,0
C101611,21,76.46,two_year,3,0,2,1,1
C101612,70,87.87,two_year,1,0,4,5,0
C101613,23,77.01,month-to-month,1,1,1,4,0
C101614,29,72.58,two_year,1,1,1,3,0
C101615,4,101.6,month-to-month,1,1,1,1,1
C101616,8,60.54,month-to-month,0,0,1,4,0
C101617,23,61.82,one_year,3,0,2,4,0
C101618,43,47.8,month-to-month,2,1,1,4,0
C101619,8,74.86,two_year,0,1,2,2,0
C101620,15,88.65,month-to-month,2,0,1,1,1
C101621,8,67.7,two_year,4,1,1,2,0
C101622,8,24.02,month-to-month,2,0,2,3,1
C101623,21,81.04,two_year,3,1,3,5,0
C101624,60,85.65,one_year,2,1,3,1,1
C101625,72,49.61,one_year,2,1,2,5,0
C101626,20,64.75,month-to-month,3,1,1,2,1
C101627,1,71.08,month-to-month,0,1,4,3,0
C101628,8,51.65,month-to-month,1,0,2,2,1
C101629,26,76.81,month-to-month,1,0,3,3,0
C101630,62,72.39,month-to-month,1,0,4,5,0
C101631,4,42.27,two_year,1,0,2,4,0
C101632,42,15.0,month-to-month,0,1,1,3,0
C101633,51,47.82,month-to-month,1,1,2,2,0
C101634,2,104.44,month-to-month,3,0,1,2,1
C101635,56,99.3,month-to-month,1,0,2,5,0
C101636,22,62.47,month-to-month,2,0,1,1,1
C101637,45,44.2,month-to-month,1,1,2,3,0
C101638,27,105.23,one_year,3,0,4,1,0
C101639,27,87.12,two_year,0,1,2,5,0
C101640,50,100.36,two_year,1,1,1,2,1
C101641,35,115.09,one_year,1,0,3,1,1
C101642,13,80.87,two_year,1,0,1,1,1
C101643,12,72.24,one_year,2,1,1,3,0
C101644,72,51.68,one_year,1,1,2,1,0
C101645,7,73.61,month-to-month,1,1,3,4,0
C101646,11,46.08,month-to-month,2,1,3,4,0
C101647,4,96.07,one_year,1,1,4,5,0
C101648,10,64.76,month-to-month,2,1,3,1,1
C101649,21,108.44,month-to-month,3,1,1,5,0
C101650,5,61.81,month-to-month,1,1,3,4,0
C101651,13,80.81,two_year,3,0,2,2,1
C101652,23,51.11,one_year,0,1,2,3,0
C101653,12,91.45,month-to-month,4,1,2,5,0
C101654,34,50.09,month-to-month,1,1,3,1,0
C101655,17,101.73,month-to-month,4,1,1,2,0
C101656,9,83.46,month-to-month,2,1,1,3,1
C101657,31,25.4,month-to-month,4,1,2,4,0
C101658,19,36.5,month-to-month,2,0,4,4,1
C101659,14,75.94,one_year,2,1,2,5,0
C101660,4,68.72,month-to-month,2,1,1,3,0
C101661,72,118.69,month-to-month,0,1,1,5,0
C101662,5,48.61,one_year,3,1,1,1,1
C101663,12,65.04,one_year,4,0,1,2,1
C101664,21,70.08,month-to-month,1,1,1,4,0
C101665,65,75.77,one_year,1,0,2,5,0
C101666,9,112.12,month-to-month,3,1,1,2,0
C101667,3,68.0,one_year,0,1,2,3,0
C101668,29,31.35,two_year,0,0,1,5,0
C101669,72,108.52,two_year,3,1,2,1,0
C101670,14,80.52,two_year,0,1,1,2,0
C101671,72,33.9,one_year,1,0,2,2,0
C101672,9,53.9,two_year,1,1,2,1,1
C101673,51,62.64,month-to-month,5,0,2,1,0
C101674,0,73.32,two_year,0,1,2,3,0
C101675,27,89.8,one_year,3,1,4,3,0
C101676,52,64.36,month-to-month,2,0,1,5,0
C101677,8,57.46,two_year,0,0,2,3,0
C101678,45,46.52,one_year,5,1,2,4,0
C101679,22,66.14,one_year,2,0,1,3,0
C101680,9,72.0,month-to-month,0,1,3,3,1
C101681,1,81.58,month-to-month,1,0,1,1,1
C101682,26,17.47,month-to-month,0,0,2,5,0
C101683,11,48.53,month-to-month,3,0,1,2,0
C101684,19,81.8,month-to-month,1,1,2,4,0
C101685,5,111.41,month-to-month,1,1,2,4,0
C101686,0,92.32,one_year,3,1,2,5,0
C101687,2,15.0,month-to-month,1,1,1,1,0
C101688,25,22.86,one_year,2,0,4,4,0
C101689,3,83.93,two_year,3,0,4,2,0
C101690,8,71.18,two_year,0,1,4,3,0
C101691,22,71.66,one_year,0,1,4,4,0
C101692,8,118.38,one_year,1,1,2,5,0
C101693,15,44.23,month-to-month,2,0,1,2,0
C101694,13,99.62,month-to-month,2,1,4,3,1
C101695,36,72.82,month-to-month,1,0,2,2,0
C101696,12,55.69,one_year,2,1,2,2,0
C101697,8,19.1,month-to-month,1,0,4,3,1
C101698,72,41.4,month-to-month,1,1,3,5,0
C101699,5,107.31,month-to-month,0,0,1,1,1
C101700,25,72.33,one_year,1,0,1,5,0
C101701,23,89.8,month-to-month,1,0,4,3,0
C101702,10,84.35,month-to-month,4,1,2,2,1
C101703,33,66.28,one_year,1,0,1,5,0
C101704,34,90.66,month-to-month,1,1,1,1,0
C101705,16,77.88,month-to-month,4,0,2,5,0
C101706,9,65.6,month-to-month,1,1,3,2,0
C101707,3,62.28,month-to-month,1,0,4,4,0
C101708,49,52.31,two_year,2,1,3,5,0
C101709,72,77.12,month-to-month,2,1,2,4,0
C101710,8,65.54,month-to-month,3,1,1,1,0
C101711,9,97.27,one_year,0,1,1,3,0
C101712,25,62.52,month-to-month,0,0,1,5,0
C101713,36,47.87,month-to-month,2,1,2,5,0
C101714,45,24.51,month-to-month,2,1,1,1,0
C101715,35,88.69,one_year,2,1,4,5,0
C101716,27,131.18,two_year,1,1,2,4,0
C101717,23,69.27,month-to-month,1,0,2,5,0
C101718,0,15.87,month-to-month,2,1,2,2,1
C101719,16,92.91,month-to-month,2,0,3,4,1
C101720,30,53.76,one_year,1,0,1,5,0
C101721,9,87.13,one_year,6,1,4,3,1
C101722,7,79.04,one_year,1,1,4,3,0
C101723,13,87.59,two_year,1,0,3,3,0
C101724,19,73.09,two_year,1,1,4,2,0
C101725,0,63.45,two_year,3,1,2,5,0
C101726,33,96.31,month-to-month,2,1,1,5,0
C101727,30,63.01,month-to-month,0,0,2,4,0
C101728,6,98.82,month-to-month,1,0,1,4,1
C101729,7,55.45,month-to-month,2,0,3,4,0
C101730,5,73.75,two_year,4,0,2,1,0
C101731,13,51.86,one_year,1,1,1,4,0
C101732,72,92.85,month-to-month,1,1,2,2,0
C101733,12,53.57,two_year,3,1,3,1,0
C101734,62,50.06,month-to-month,1,1,3,1,0
C101735,5,93.25,one_year,1,0,3,1,0
C101736,7,78.33,month-to-month,1,0,1,3,1
C101737,17,67.95,two_year,4,1,3,4,0
C101738,4,45.78,one_year,1,0,2,2,0
C101739,3,68.82,month-to-month,1,1,1,5,0
C101740,27,79.74,one_year,2,0,2,3,0
C101741,10,86.24,month-to-month,3,1,2,1,1
C101742,29,52.65,one_year,3,1,2,3,0
C101743,6,82.19,month-to-month,3,1,3,1,1
C101744,9,23.59,month-to-month,2,1,4,2,0
C101745,54,71.43,month-to-month,1,1,3,5,0
C101746,21,47.64,two_year,1,1,1,1,0
C101747,3,87.35,one_year,0,0,1,1,1
C101748,13,59.4,month-to-month,1,1,4,5,0
C101749,3,125.98,month-to-month,3,0,1,2,1
C101750,2,73.64,two_year,1,0,2,4,0
C101751,20,77.72,one_year,2,0,3,1,0
C101752,3,15.0,two_year,0,1,3,1,0
C101753,6,36.0,month-to-month,1,1,1,3,1
C101754,2,94.59,two_year,1,1,3,3,0
C101755,3,53.13,two_year,2,0,4,4,0
C101756,14,96.88,month-to-month,4,1,1,1,1
C101757,4,52.28,two_year,0,1,1,5,0
C101758,9,84.53,month-to-month,0,0,3,2,1
C101759,14,50.03,month-to-month,4,1,3,2,1
C101760,5,80.21,one_year,2,1,3,2,1
C101761,3,86.01,one_year,1,1,1,5,0
C101762,4,91.59,month-to-month,1,1,1,5,1
C101763,68,51.55,two_year,3,0,3,2,0
C101764,10,37.87,two_year,1,0,4,4,0
C101765,15,83.17,two_year,2,0,4,5,0
